precio;currency;localidad;provincia;km;year;marca;title;fecha_visto;modelo
2800000;$;General Obligado;Santa Fe;35000;2015;citroen;Citroën Ds3 1.6 Vti 120 So Chic;26/2/2022;DS3
3300000;$;Capital Federal;Capital Federal;35000;2019;citroen;Citroën C4 Cactus 1.6 Vti 115 Feel;26/2/2022;C4 Cactus
2690000;$;Capital Federal;Capital Federal;35000;2017;citroen;Citroën C4 Lounge 1.6 S Edition Thp 165cv;26/2/2022;C4
2900000;$;Lanús;Bs.As. G.B.A. Sur;35000;2019;citroen;Citroën Berlingo 1.6 Hdi Equipado;26/2/2022;Berlingo
2999900;$;Vicente López;Bs.As. G.B.A. Norte;35000;2018;citroen;Citroën C4 Lounge 1.6 Thp 165 Feel Pack;26/2/2022;C4
9200000;$;Campana;Buenos Aires Interior;35000;2019;volkswagen;Volkswagen Amarok 3.0 V6 Extreme;28/2/2022;Amarok
2900000;$;Tres de febrero;Bs.As. G.B.A. Oeste;35000;2018;volkswagen;Volkswagen Polo 1.6 Comfortline;28/2/2022;Polo
2950000;$;Vicente López;Bs.As. G.B.A. Norte;35000;2019;volkswagen;Volkswagen Suran 1.6 Highline Msi 110cv;28/2/2022;Suran
2930000;$;Capital Federal;Capital Federal;35000;2018;volkswagen;Volkswagen Polo 1.6 Msi Trendline;28/2/2022;Polo
2100000;$;Pilar;Bs.As. G.B.A. Norte;35000;2020;volkswagen;Volkswagen Gol Trend 1.6 Comfortline 101cv;28/2/2022;Gol Trend
2950000;$;Escobar;Bs.As. G.B.A. Norte;35000;2018;volkswagen;Volkswagen Polo 1.6 Comfortline;28/2/2022;Polo
3550000;$;Vicente López;Bs.As. G.B.A. Norte;35000;2018;ford;Ford Ecosport 1.5 Titanium 123cv 4x2 Manual;28/2/2022;Ecosport
7500000;$;Capital Federal;Capital Federal;35000;2020;ford;Ford Ranger 3.2 Cd Limited Tdci 200cv Automática;28/2/2022;Ranger
1250000;$;Capital Federal;Capital Federal;35000;2010;ford;Ford Ka 1.0 Fly Viral;28/2/2022;Ka
1320000;$;Vicente López;Bs.As. G.B.A. Norte;35000;2012;ford;Ford Ka 1.0 Fly Viral 63cv;28/2/2022;Ka
2350000;$;La Plata;Bs.As. G.B.A. Sur;35000;2017;renault;Renault Sandero 2.0 Rs 145cv;28/2/2022;Sandero
1700000;$;Ezeiza;Bs.As. G.B.A. Sur;35000;2016;renault;Renault Clio 1.2 Mio Dynamique;28/2/2022;Clio
3100000;$;General San Martín;Bs.As. G.B.A. Norte;35000;2018;renault;Renault Duster 1.6 Ph2 4x2 Dynamique 110cv;28/2/2022;Duster
2250000;$;Capital Federal;Capital Federal;35000;2017;renault;Renault Sandero Stepway 1.6 Dynamique 105cv;28/2/2022;Sandero Stepway
2748000;$;Florencio Varela;Bs.As. G.B.A. Sur;35000;2016;renault;Renault Sandero 2.0 Rs 145cv;28/2/2022;Sandero
2100000;$;Tigre;Bs.As. G.B.A. Norte;35000;2014;peugeot;Peugeot 308 1.6 Sport Thp 163cv;28/2/2022;308
3449900;$;Vicente López;Bs.As. G.B.A. Norte;35000;2019;peugeot;Peugeot 208 1.6 Gt Thp;28/2/2022;208
3200000;$;Capital Federal;Capital Federal;35000;2018;peugeot;Peugeot 2008 1.6 Feline;28/2/2022;2008
2180000;$;Capital Federal;Capital Federal;35000;2019;chevrolet;Chevrolet Onix 1.4 Joy Ls;28/2/2022;Onix
5300000;$;Merlo;Bs.As. G.B.A. Oeste;35000;2021;chevrolet;Chevrolet S10 2.8 Lt Cd Tdci 200cv 4x2;28/2/2022;S10
5900000;$;Campana;Buenos Aires Interior;35000;2018;chevrolet;Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At;28/2/2022;S10
1350000;$;Capital Federal;Capital Federal;35000;2015;chevrolet;Chevrolet Classic 1.4 Ls Abs Airbag;28/2/2022;Classic
2050000;$;San Miguel;Bs.As. G.B.A. Norte;35000;2019;chevrolet;Chevrolet Prisma 1.4 Joy Ls;28/2/2022;Prisma
7850000;$;Tres de febrero;Bs.As. G.B.A. Oeste;35000;2020;chevrolet;Chevrolet S10 2.8 High Country Cd Tdci 200cv Automática;28/2/2022;S10
3640000;$;Pilar;Bs.As. G.B.A. Norte;35000;2018;toyota;Toyota Corolla 1.8 Xei Cvt 140cv;28/2/2022;Corolla
2489900;$;General San Martín;Bs.As. G.B.A. Norte;35000;2016;toyota;Toyota Etios 1.5 Platinum 4 P;28/2/2022;Etios
4390000;$;Capital Federal;Capital Federal;35000;2018;toyota;Toyota Corolla 1.8 Se-g Cvt 140cv;28/2/2022;Corolla
2800000;$;Pilar;Bs.As. G.B.A. Norte;35000;2019;toyota;Toyota Etios 1.5 Sedan Xls;28/2/2022;Etios
4200000;$;General San Martín;Bs.As. G.B.A. Norte;35000;2018;fiat;Fiat 500x 1.4 T 16v Pop;28/2/2022;500
1500000;$;Lanús;Bs.As. G.B.A. Sur;35000;2015;fiat;Fiat Siena 1.4 El My 2015;28/2/2022;Siena
1850000;$;La Matanza;Bs.As. G.B.A. Oeste;35000;2017;fiat;Fiat Mobi 1.0 Easy Pack Top;28/2/2022;Mobi
2100000;$;Avellaneda;Bs.As. G.B.A. Sur;35000;2017;citroen;Citroën C-elysée 1.6 Shine Vti 115;28/2/2022;C-Elysée
3300000;$;Capital Federal;Capital Federal;35000;2019;citroen;Citroën C4 Cactus 1.6 Vti 115 Feel;28/2/2022;C4 Cactus
2690000;$;Capital Federal;Capital Federal;35000;2017;citroen;Citroën C4 Lounge 1.6 S Edition Thp 165cv;28/2/2022;C4
2900000;$;Lanús;Bs.As. G.B.A. Sur;35000;2019;citroen;Citroën Berlingo 1.6 Hdi Equipado;28/2/2022;Berlingo
2999900;$;Vicente López;Bs.As. G.B.A. Norte;35000;2018;citroen;Citroën C4 Lounge 1.6 Thp 165 Feel Pack;28/2/2022;C4
2130000;$;Lanús;Bs.As. G.B.A. Sur;35000;2017;citroen;Citroën C3 1.5 Feel 90cv;28/2/2022;C3
2900000;$;Tres de febrero;Bs.As. G.B.A. Oeste;35000;2018;volkswagen;Volkswagen Polo 1.6 Comfortline;1/3/2022;Polo
2950000;$;Vicente López;Bs.As. G.B.A. Norte;35000;2019;volkswagen;Volkswagen Suran 1.6 Highline Msi 110cv;1/3/2022;Suran
2930000;$;Capital Federal;Capital Federal;35000;2018;volkswagen;Volkswagen Polo 1.6 Msi Trendline;1/3/2022;Polo
2100000;$;Pilar;Bs.As. G.B.A. Norte;35000;2020;volkswagen;Volkswagen Gol Trend 1.6 Comfortline 101cv;1/3/2022;Gol Trend
2950000;$;Escobar;Bs.As. G.B.A. Norte;35000;2018;volkswagen;Volkswagen Polo 1.6 Comfortline;1/3/2022;Polo
3600000;$;San Miguel;Bs.As. G.B.A. Norte;35000;2019;ford;Ford Ecosport 2.0 Gdi Titanium 170cv 4x2;1/3/2022;Ecosport
3550000;$;Vicente López;Bs.As. G.B.A. Norte;35000;2018;ford;Ford Ecosport 1.5 Titanium 123cv 4x2 Manual;1/3/2022;Ecosport
7500000;$;Capital Federal;Capital Federal;35000;2020;ford;Ford Ranger 3.2 Cd Limited Tdci 200cv Automática;1/3/2022;Ranger
1250000;$;Capital Federal;Capital Federal;35000;2010;ford;Ford Ka 1.0 Fly Viral;1/3/2022;Ka
1320000;$;Vicente López;Bs.As. G.B.A. Norte;35000;2012;ford;Ford Ka 1.0 Fly Viral 63cv;1/3/2022;Ka
2350000;$;La Plata;Bs.As. G.B.A. Sur;35000;2017;renault;Renault Sandero 2.0 Rs 145cv;1/3/2022;Sandero
1700000;$;Ezeiza;Bs.As. G.B.A. Sur;35000;2016;renault;Renault Clio 1.2 Mio Dynamique;1/3/2022;Clio
3100000;$;General San Martín;Bs.As. G.B.A. Norte;35000;2018;renault;Renault Duster 1.6 Ph2 4x2 Dynamique 110cv;1/3/2022;Duster
2250000;$;Capital Federal;Capital Federal;35000;2017;renault;Renault Sandero Stepway 1.6 Dynamique 105cv;1/3/2022;Sandero Stepway
2748000;$;Florencio Varela;Bs.As. G.B.A. Sur;35000;2016;renault;Renault Sandero 2.0 Rs 145cv;1/3/2022;Sandero
2100000;$;Tigre;Bs.As. G.B.A. Norte;35000;2014;peugeot;Peugeot 308 1.6 Sport Thp 163cv;1/3/2022;308
3449900;$;Vicente López;Bs.As. G.B.A. Norte;35000;2019;peugeot;Peugeot 208 1.6 Gt Thp;1/3/2022;208
3200000;$;Capital Federal;Capital Federal;35000;2018;peugeot;Peugeot 2008 1.6 Feline;1/3/2022;2008
2180000;$;Capital Federal;Capital Federal;35000;2019;chevrolet;Chevrolet Onix 1.4 Joy Ls;1/3/2022;Onix
5300000;$;Merlo;Bs.As. G.B.A. Oeste;35000;2021;chevrolet;Chevrolet S10 2.8 Lt Cd Tdci 200cv 4x2;1/3/2022;S10
5900000;$;Campana;Buenos Aires Interior;35000;2018;chevrolet;Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At;1/3/2022;S10
1350000;$;Capital Federal;Capital Federal;35000;2015;chevrolet;Chevrolet Classic 1.4 Ls Abs Airbag;1/3/2022;Classic
7850000;$;Tres de febrero;Bs.As. G.B.A. Oeste;35000;2020;chevrolet;Chevrolet S10 2.8 High Country Cd Tdci 200cv Automática;1/3/2022;S10
2050000;$;San Miguel;Bs.As. G.B.A. Norte;35000;2019;chevrolet;Chevrolet Prisma 1.4 Joy Ls;1/3/2022;Prisma
3640000;$;Pilar;Bs.As. G.B.A. Norte;35000;2018;toyota;Toyota Corolla 1.8 Xei Cvt 140cv;1/3/2022;Corolla
2489900;$;General San Martín;Bs.As. G.B.A. Norte;35000;2016;toyota;Toyota Etios 1.5 Platinum 4 P;1/3/2022;Etios
4390000;$;Capital Federal;Capital Federal;35000;2018;toyota;Toyota Corolla 1.8 Se-g Cvt 140cv;1/3/2022;Corolla
2800000;$;Pilar;Bs.As. G.B.A. Norte;35000;2019;toyota;Toyota Etios 1.5 Sedan Xls;1/3/2022;Etios
4200000;$;General San Martín;Bs.As. G.B.A. Norte;35000;2018;fiat;Fiat 500x 1.4 T 16v Pop;1/3/2022;500
1500000;$;Lanús;Bs.As. G.B.A. Sur;35000;2015;fiat;Fiat Siena 1.4 El My 2015;1/3/2022;Siena
1850000;$;La Matanza;Bs.As. G.B.A. Oeste;35000;2017;fiat;Fiat Mobi 1.0 Easy Pack Top;1/3/2022;Mobi
2100000;$;Avellaneda;Bs.As. G.B.A. Sur;35000;2017;citroen;Citroën C-elysée 1.6 Shine Vti 115;1/3/2022;C-Elysée
3300000;$;Capital Federal;Capital Federal;35000;2019;citroen;Citroën C4 Cactus 1.6 Vti 115 Feel;1/3/2022;C4 Cactus
2690000;$;Capital Federal;Capital Federal;35000;2017;citroen;Citroën C4 Lounge 1.6 S Edition Thp 165cv;1/3/2022;C4
2900000;$;Lanús;Bs.As. G.B.A. Sur;35000;2019;citroen;Citroën Berlingo 1.6 Hdi Equipado;1/3/2022;Berlingo
2999900;$;Vicente López;Bs.As. G.B.A. Norte;35000;2018;citroen;Citroën C4 Lounge 1.6 Thp 165 Feel Pack;1/3/2022;C4
2130000;$;Lanús;Bs.As. G.B.A. Sur;35000;2017;citroen;Citroën C3 1.5 Feel 90cv;1/3/2022;C3
3100000;$;Castelar;Bs.As. G.B.A. Oeste;35400;2018;peugeot;Peugeot 308 1.6 Allure;26/2/2022;308
3100000;$;Castelar;Bs.As. G.B.A. Oeste;35400;2018;peugeot;Peugeot 308 1.6 Allure;28/2/2022;308
3100000;$;Castelar;Bs.As. G.B.A. Oeste;35400;2018;peugeot;Peugeot 308 1.6 Allure;1/3/2022;308
3100000;$;Capital Federal;Capital Federal;35500;2018;peugeot;Peugeot 208 1.6 Feline;26/2/2022;208
3100000;$;Capital Federal;Capital Federal;35500;2018;peugeot;Peugeot 208 1.6 Feline;28/2/2022;208
1850000;$;Capital Federal;Capital Federal;35500;2017;fiat;Fiat Grand Siena 1.4 Attractive 87cv;28/2/2022;Siena
3100000;$;Capital Federal;Capital Federal;35500;2018;peugeot;Peugeot 208 1.6 Feline;1/3/2022;208
1850000;$;Capital Federal;Capital Federal;35500;2017;fiat;Fiat Grand Siena 1.4 Attractive 87cv;1/3/2022;Siena
3580000;$;Malvinas Argentinas;Bs.As. G.B.A. Norte;35510;2017;citroen;Citroën C3 Aircross 1.6 Vti 115 Shine At6;26/2/2022;C3
3580000;$;Malvinas Argentinas;Bs.As. G.B.A. Norte;35510;2017;citroen;Citroën C3 Aircross 1.6 Vti 115 Shine At6;28/2/2022;C3
3580000;$;Malvinas Argentinas;Bs.As. G.B.A. Norte;35510;2017;citroen;Citroën C3 Aircross 1.6 Vti 115 Shine At6;1/3/2022;C3
2051000;$;Capital Federal;Capital Federal;35550;2018;ford;Ford Ka 1.5 S 5 P;26/2/2022;Ka
2051000;$;Capital Federal;Capital Federal;35550;2018;ford;Ford Ka 1.5 S 5 P;28/2/2022;Ka
2051000;$;Capital Federal;Capital Federal;35550;2018;ford;Ford Ka 1.5 S 5 P;1/3/2022;Ka
3200000;$;Capital Federal;Capital Federal;35600;2018;peugeot;Peugeot 208 1.6 Feline;26/2/2022;208
3600000;$;Capital Federal;Capital Federal;35600;2013;audi;Audi A4 1.8 Ambition Tfsi 170cv;26/2/2022;A4
3500000;$;General San Martín;Bs.As. G.B.A. Norte;35600;2020;citroen;Citroën Berlingo 1.6 Xtr Hdi 92 Am18;26/2/2022;Berlingo
3200000;$;Capital Federal;Capital Federal;35600;2018;peugeot;Peugeot 208 1.6 Feline;28/2/2022;208
3600000;$;Capital Federal;Capital Federal;35600;2013;audi;Audi A4 1.8 Ambition Tfsi 170cv;28/2/2022;A4
3500000;$;General San Martín;Bs.As. G.B.A. Norte;35600;2020;citroen;Citroën Berlingo 1.6 Xtr Hdi 92 Am18;28/2/2022;Berlingo
3200000;$;Capital Federal;Capital Federal;35600;2018;peugeot;Peugeot 208 1.6 Feline;1/3/2022;208
3600000;$;Capital Federal;Capital Federal;35600;2013;audi;Audi A4 1.8 Ambition Tfsi 170cv;1/3/2022;A4
3500000;$;General San Martín;Bs.As. G.B.A. Norte;35600;2020;citroen;Citroën Berlingo 1.6 Xtr Hdi 92 Am18;1/3/2022;Berlingo
1950000;$;La Matanza;Bs.As. G.B.A. Oeste;35900;2014;ford;Ford Fiesta Kinetic Design 1.6 Se Plus 120cv;26/2/2022;Fiesta Kinetic Design
1830000;$;La Matanza;Bs.As. G.B.A. Oeste;35900;2014;ford;Ford Fiesta Kinetic Design 1.6 Se Plus 120cv;26/2/2022;Fiesta Kinetic Design
3750000;$;Vicente López;Bs.As. G.B.A. Norte;35900;2018;citroen;Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine;26/2/2022;C4 Cactus
3900000;$;La Plata;Bs.As. G.B.A. Sur;35900;2019;citroen;Citroën C4 Cactus 1.6 Vti 115 At6 Shine;26/2/2022;C4 Cactus
1950000;$;La Matanza;Bs.As. G.B.A. Oeste;35900;2014;ford;Ford Fiesta Kinetic Design 1.6 Se Plus 120cv;28/2/2022;Fiesta Kinetic Design
1830000;$;La Matanza;Bs.As. G.B.A. Oeste;35900;2014;ford;Ford Fiesta Kinetic Design 1.6 Se Plus 120cv;28/2/2022;Fiesta Kinetic Design
3750000;$;Vicente López;Bs.As. G.B.A. Norte;35900;2018;citroen;Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine;28/2/2022;C4 Cactus
3900000;$;La Plata;Bs.As. G.B.A. Sur;35900;2019;citroen;Citroën C4 Cactus 1.6 Vti 115 At6 Shine;28/2/2022;C4 Cactus
1950000;$;La Matanza;Bs.As. G.B.A. Oeste;35900;2014;ford;Ford Fiesta Kinetic Design 1.6 Se Plus 120cv;1/3/2022;Fiesta Kinetic Design
1830000;$;La Matanza;Bs.As. G.B.A. Oeste;35900;2014;ford;Ford Fiesta Kinetic Design 1.6 Se Plus 120cv;1/3/2022;Fiesta Kinetic Design
3750000;$;Vicente López;Bs.As. G.B.A. Norte;35900;2018;citroen;Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine;1/3/2022;C4 Cactus
3900000;$;La Plata;Bs.As. G.B.A. Sur;35900;2019;citroen;Citroën C4 Cactus 1.6 Vti 115 At6 Shine;1/3/2022;C4 Cactus
3850000;$;Pilar;Bs.As. G.B.A. Norte;36000;2019;volkswagen;Volkswagen Polo 1.6 Msi Highline;26/2/2022;Polo
1800000;$;Capital Federal;Capital Federal;36000;2014;volkswagen;Volkswagen Gol Trend 1.6 Pack I 101cv;26/2/2022;Gol Trend
2850000;$;Capital Federal;Capital Federal;36000;2017;ford;Ford Ecosport 1.6 Se 110cv 4x2;26/2/2022;Ecosport
3400000;$;Morón;Bs.As. G.B.A. Oeste;36000;2019;ford;Ford Ecosport 1.5 Se 123cv 4x2 Automática;26/2/2022;Ecosport
2884000;$;Capital Federal;Capital Federal;36000;2019;ford;Ford Fiesta Kinetic Design 1.6 Titanium 120cv;26/2/2022;Fiesta Kinetic Design
2300000;$;San Miguel;Bs.As. G.B.A. Norte;36000;2017;ford;Ford Ka 1.5 Se 4 P;26/2/2022;Ka
1750000;$;Esteban Echeverría;Bs.As. G.B.A. Sur;36000;2014;ford;Ford Fiesta Kinetic Design 1.6 S 120cv;26/2/2022;Fiesta Kinetic Design
2299000;$;Capital Federal;Capital Federal;36000;2019;ford;Ford Ka 1.5 Se 5 P;26/2/2022;Ka
2235000;$;Vicente López;Bs.As. G.B.A. Norte;36000;2014;renault;Renault Kangoo 1.6 Ph3 Authentique Plus Lc;26/2/2022;Kangoo
2600000;$;Tres de febrero;Bs.As. G.B.A. Oeste;36000;2017;renault;Renault Sandero 2.0 Rs Racing Spirit 145cv;26/2/2022;Sandero
2650000;$;Almirante Brown;Bs.As. G.B.A. Sur;36000;2017;renault;Renault Sandero 2.0 Rs 145cv;26/2/2022;Sandero
2090000;$;Capital Federal;Capital Federal;36000;2018;renault;Renault Logan 1.6 Authentique Plus 85cv;26/2/2022;Logan
1899000;$;Capital Federal;Capital Federal;36000;2017;renault;Renault Logan 1.6 Privilége 105cv Nac;26/2/2022;Logan
1899000;$;Capital Federal;Capital Federal;36000;2017;renault;Renault Logan 1.6 Privilége 105cv;26/2/2022;Logan
2890000;$;San Isidro;Bs.As. G.B.A. Norte;36000;2019;peugeot;Peugeot 208 1.6 Urban Tech;26/2/2022;208
3105900;$;Capital Federal;Capital Federal;36000;2018;peugeot;Peugeot 208 1.6 Feline;26/2/2022;208
2790000;$;San Isidro;Bs.As. G.B.A. Norte;36000;2017;peugeot;Peugeot 208 1.6 Feline;26/2/2022;208
2997000;$;Capital Federal;Capital Federal;36000;2017;peugeot;Peugeot 308 1.6 Allure;26/2/2022;308
2390000;$;Tres de febrero;Bs.As. G.B.A. Oeste;36000;2018;peugeot;Peugeot 208 1.6 Active;26/2/2022;208
2750000;$;Capital Federal;Capital Federal;36000;2017;peugeot;Peugeot 208 1.6 Feline;26/2/2022;208
2680000;$;Capital Federal;Capital Federal;36000;2017;peugeot;Peugeot 208 1.6 Allure;26/2/2022;208
2390000;$;Lomas de Zamora;Bs.As. G.B.A. Sur;36000;2017;peugeot;Peugeot 208 1.6 Allure;26/2/2022;208
6500000;$;Quilmes;Bs.As. G.B.A. Sur;36000;2019;toyota;Toyota Hilux 2.4 Cd Sr 150cv 4x2;26/2/2022;Hilux
3299999;$;Cañuelas;Buenos Aires Interior;36000;2019;toyota;Toyota Yaris 1.5 107cv Xls 4 P;26/2/2022;Yaris
2090000;$;La Plata;Bs.As. G.B.A. Sur;36000;2018;fiat;Fiat Mobi 1.0 Way;26/2/2022;Mobi
3580000;$;Tres de febrero;Bs.As. G.B.A. Oeste;36000;2018;citroen;Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine;26/2/2022;C4 Cactus
2800000;$;Capital Federal;Capital Federal;36000;2017;citroen;Citroën C4 Lounge 1.6 Thp 165 Feel Pack;26/2/2022;C4
2289990;$;Posadas;Misiones;36000;2017;citroen;Citroën C3 1.6 Vti 115 Feel;26/2/2022;C3
3850000;$;Pilar;Bs.As. G.B.A. Norte;36000;2019;volkswagen;Volkswagen Polo 1.6 Msi Highline;28/2/2022;Polo
1800000;$;Capital Federal;Capital Federal;36000;2014;volkswagen;Volkswagen Gol Trend 1.6 Pack I 101cv;28/2/2022;Gol Trend
2850000;$;Capital Federal;Capital Federal;36000;2017;ford;Ford Ecosport 1.6 Se 110cv 4x2;28/2/2022;Ecosport
3400000;$;Morón;Bs.As. G.B.A. Oeste;36000;2019;ford;Ford Ecosport 1.5 Se 123cv 4x2 Automática;28/2/2022;Ecosport
2884000;$;Capital Federal;Capital Federal;36000;2019;ford;Ford Fiesta Kinetic Design 1.6 Titanium 120cv;28/2/2022;Fiesta Kinetic Design
2300000;$;San Miguel;Bs.As. G.B.A. Norte;36000;2017;ford;Ford Ka 1.5 Se 4 P;28/2/2022;Ka
2235000;$;Vicente López;Bs.As. G.B.A. Norte;36000;2014;renault;Renault Kangoo 1.6 Ph3 Authentique Plus Lc;28/2/2022;Kangoo
2600000;$;Tres de febrero;Bs.As. G.B.A. Oeste;36000;2017;renault;Renault Sandero 2.0 Rs Racing Spirit 145cv;28/2/2022;Sandero
4200000;$;Castelar;Bs.As. G.B.A. Oeste;36000;2018;renault;Renault Captur 2.0 Intens Manual;28/2/2022;Captur
2650000;$;Almirante Brown;Bs.As. G.B.A. Sur;36000;2017;renault;Renault Sandero 2.0 Rs 145cv;28/2/2022;Sandero
2090000;$;Capital Federal;Capital Federal;36000;2018;renault;Renault Logan 1.6 Authentique Plus 85cv;28/2/2022;Logan
1899000;$;Capital Federal;Capital Federal;36000;2017;renault;Renault Logan 1.6 Privilége 105cv Nac;28/2/2022;Logan
1899000;$;Capital Federal;Capital Federal;36000;2017;renault;Renault Logan 1.6 Privilége 105cv;28/2/2022;Logan
2890000;$;San Isidro;Bs.As. G.B.A. Norte;36000;2019;peugeot;Peugeot 208 1.6 Urban Tech;28/2/2022;208
3105900;$;Capital Federal;Capital Federal;36000;2018;peugeot;Peugeot 208 1.6 Feline;28/2/2022;208
2790000;$;San Isidro;Bs.As. G.B.A. Norte;36000;2017;peugeot;Peugeot 208 1.6 Feline;28/2/2022;208
2997000;$;Capital Federal;Capital Federal;36000;2017;peugeot;Peugeot 308 1.6 Allure;28/2/2022;308
2390000;$;Tres de febrero;Bs.As. G.B.A. Oeste;36000;2018;peugeot;Peugeot 208 1.6 Active;28/2/2022;208
2750000;$;Capital Federal;Capital Federal;36000;2017;peugeot;Peugeot 208 1.6 Feline;28/2/2022;208
2850000;$;Capital Federal;Capital Federal;36000;2018;chevrolet;Chevrolet Onix 1.4 Ltz At 98cv;28/2/2022;Onix
3950000;$;Campana;Buenos Aires Interior;36000;2019;toyota;Toyota Corolla 1.8 Xei Cvt 140cv;28/2/2022;Corolla
6500000;$;Quilmes;Bs.As. G.B.A. Sur;36000;2019;toyota;Toyota Hilux 2.4 Cd Sr 150cv 4x2;28/2/2022;Hilux
3299999;$;Cañuelas;Buenos Aires Interior;36000;2019;toyota;Toyota Yaris 1.5 107cv Xls 4 P;28/2/2022;Yaris
2090000;$;La Plata;Bs.As. G.B.A. Sur;36000;2018;fiat;Fiat Mobi 1.0 Way;28/2/2022;Mobi
3580000;$;Tres de febrero;Bs.As. G.B.A. Oeste;36000;2018;citroen;Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine;28/2/2022;C4 Cactus
2800000;$;Capital Federal;Capital Federal;36000;2017;citroen;Citroën C4 Lounge 1.6 Thp 165 Feel Pack;28/2/2022;C4
2450000;$;Capital Federal;Capital Federal;36000;2018;citroen;Citroën Berlingo 1.6 Vti 115 Business Mixto;28/2/2022;Berlingo
3850000;$;Pilar;Bs.As. G.B.A. Norte;36000;2019;volkswagen;Volkswagen Polo 1.6 Msi Highline;1/3/2022;Polo
1800000;$;Capital Federal;Capital Federal;36000;2014;volkswagen;Volkswagen Gol Trend 1.6 Pack I 101cv;1/3/2022;Gol Trend
2850000;$;Capital Federal;Capital Federal;36000;2017;ford;Ford Ecosport 1.6 Se 110cv 4x2;1/3/2022;Ecosport
3400000;$;Morón;Bs.As. G.B.A. Oeste;36000;2019;ford;Ford Ecosport 1.5 Se 123cv 4x2 Automática;1/3/2022;Ecosport
2884000;$;Capital Federal;Capital Federal;36000;2019;ford;Ford Fiesta Kinetic Design 1.6 Titanium 120cv;1/3/2022;Fiesta Kinetic Design
2300000;$;San Miguel;Bs.As. G.B.A. Norte;36000;2017;ford;Ford Ka 1.5 Se 4 P;1/3/2022;Ka
2235000;$;Vicente López;Bs.As. G.B.A. Norte;36000;2014;renault;Renault Kangoo 1.6 Ph3 Authentique Plus Lc;1/3/2022;Kangoo
2600000;$;Tres de febrero;Bs.As. G.B.A. Oeste;36000;2017;renault;Renault Sandero 2.0 Rs Racing Spirit 145cv;1/3/2022;Sandero
4200000;$;Castelar;Bs.As. G.B.A. Oeste;36000;2018;renault;Renault Captur 2.0 Intens Manual;1/3/2022;Captur
2650000;$;Almirante Brown;Bs.As. G.B.A. Sur;36000;2017;renault;Renault Sandero 2.0 Rs 145cv;1/3/2022;Sandero
2090000;$;Capital Federal;Capital Federal;36000;2018;renault;Renault Logan 1.6 Authentique Plus 85cv;1/3/2022;Logan
1899000;$;Capital Federal;Capital Federal;36000;2017;renault;Renault Logan 1.6 Privilége 105cv Nac;1/3/2022;Logan
1899000;$;Capital Federal;Capital Federal;36000;2017;renault;Renault Logan 1.6 Privilége 105cv;1/3/2022;Logan
2890000;$;San Isidro;Bs.As. G.B.A. Norte;36000;2019;peugeot;Peugeot 208 1.6 Urban Tech;1/3/2022;208
3105900;$;Capital Federal;Capital Federal;36000;2018;peugeot;Peugeot 208 1.6 Feline;1/3/2022;208
2790000;$;San Isidro;Bs.As. G.B.A. Norte;36000;2017;peugeot;Peugeot 208 1.6 Feline;1/3/2022;208
2997000;$;Capital Federal;Capital Federal;36000;2017;peugeot;Peugeot 308 1.6 Allure;1/3/2022;308
2390000;$;Tres de febrero;Bs.As. G.B.A. Oeste;36000;2018;peugeot;Peugeot 208 1.6 Active;1/3/2022;208
2750000;$;Capital Federal;Capital Federal;36000;2017;peugeot;Peugeot 208 1.6 Feline;1/3/2022;208
2850000;$;Capital Federal;Capital Federal;36000;2018;chevrolet;Chevrolet Onix 1.4 Ltz At 98cv;1/3/2022;Onix
3950000;$;Campana;Buenos Aires Interior;36000;2019;toyota;Toyota Corolla 1.8 Xei Cvt 140cv;1/3/2022;Corolla
6500000;$;Quilmes;Bs.As. G.B.A. Sur;36000;2019;toyota;Toyota Hilux 2.4 Cd Sr 150cv 4x2;1/3/2022;Hilux
3299999;$;Cañuelas;Buenos Aires Interior;36000;2019;toyota;Toyota Yaris 1.5 107cv Xls 4 P;1/3/2022;Yaris
2090000;$;La Plata;Bs.As. G.B.A. Sur;36000;2018;fiat;Fiat Mobi 1.0 Way;1/3/2022;Mobi
3580000;$;Tres de febrero;Bs.As. G.B.A. Oeste;36000;2018;citroen;Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine;1/3/2022;C4 Cactus
2800000;$;Capital Federal;Capital Federal;36000;2017;citroen;Citroën C4 Lounge 1.6 Thp 165 Feel Pack;1/3/2022;C4
2450000;$;Capital Federal;Capital Federal;36000;2018;citroen;Citroën Berlingo 1.6 Vti 115 Business Mixto;1/3/2022;Berlingo
2090000;$;Capital Federal;Capital Federal;36200;2017;peugeot;Peugeot 208 1.6 Active;26/2/2022;208
2090000;$;Capital Federal;Capital Federal;36200;2017;peugeot;Peugeot 208 1.6 Active;28/2/2022;208
2090000;$;Capital Federal;Capital Federal;36200;2017;peugeot;Peugeot 208 1.6 Active;1/3/2022;208
